,product_name,pairing
60,Errazuriz Aconcagua Costa Chardonnay 2021," Provolone,  Cerdo,  Edamental,  Hongos,  Comte,  Ajo,  Chuleta,  Scamorza,  Seitan,  Cebolla,  Chalota,  Pollo,  Mozzarela,  Tofu, Gruyere"
61,Errazuriz Aconcagua Costa Pinot Noir 2019," Provolone,  Cerdo,  Edamental,  Hongos,  Comte,  Ajo,  Chuleta,  Scamorza,  Seitan,  Cebolla,  Chalota,  Pollo,  Mozzarela,  Tofu, Gruyere"
62,Errazuriz Aconcagua Costa Pinot Noir 2020," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
63,Errazuriz Aconcagua Costa Sauvignon Blanc 2018," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
64,Errazuriz Aconcagua Costa Sauvignon Blanc 2020," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
65,Errazuriz Aconcagua Cuvee Cabernet Sauvignon Gran Reserva 2020," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
66,Errazuriz Aconcagua Cuvee Chardonnay Gran Reserva 2021," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
67,Errazuriz Aconcagua Cuvee Sauvignon Blanc Gran Reserva 2023," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
68,Errazuriz Aconcagua Cuvee Syrah Gran Reserva 2019," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
69,Errazuriz Estate Reserva Cabernet Sauvignon 2018," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
70,Errazuriz La Cumbre Syrah 2016," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
71,Errazuriz La Cumbre Syrah 2018," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
72,Errazuriz Max 150 Años Malbec 2019," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
73,Errazuriz Max 150 Años Sauvignon Blanc 2019," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
74,Errazuriz Max 150 Años Sauvignon Blanc 2021," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
75,Errazuriz Max 150 Años Shiraz 2020," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
76,Errazuriz Max Reserva Sauvignon Blanc 2017," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
77,Errazuriz Max Reserva Sauvignon Blanc 2018," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
78,Espiritu De Chile Explorador Cabernet Sauvignon Gran Reserva 2019," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
79,Espiritu De Chile Intrepido Cabernet Sauvignon Reserva 2020," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
80,Espiritu De Chile Intrepido Merlot Reserva 2020," Provolone,  Tomate,  Cerdo,  Edamental,  Cardamomo,  Grada Padano,  Cebollin,  Ossau-Iraty,  Venado,  Berenjena,  Chuleta,  Clavo,  Manchego,  Hongos,  Comte,  Gouda,  Gengibre,  Frijoles Blancos,  Pecorino,  Pimienta,  Fenogreco, Gruyere,  Frijoles Negos,  Muenster,  Perejil,  Eneldo,  Tomillo,  Asiago,  Ajo,  Judía Pinta,  Scamorza,  Chalota,  Cebolla,  Parmesano,  Oregano,  Tofu,  Seitan,  Colby,  Pimiento,  Canela,  Lenteja,  Carne de Res,  Cordero,  Cheddar,  Vainilla,  Anis,  Pollo,  Mozzarela,  Nuez Moscada"
81,Espiritu De Chile Intrepido Sauvignon Blanc Reserva 2021," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
82,Estampa Inspiracion Riesling 2019," Provolone,  Comino,  Cerdo,  Edamental,  Cardamomo,  Palta,  Cayena,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Salami,  Cilantro,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Nabo,  Clavo,  Gorgonzola,  Menta,  Vinagreta,  Comte,  Zapallo,  Escarola,  Queso Azul,  Gengibre,  Lechuga,  Calabaza,  Pimienta,  Zanahoria,  Fenogreco,  Curcuma, Stilton,  Perejil,  Delice de Bougorgne,  Camembert,  Brie,  Teriyaki,  Roquefort,  Albahaca,  Tocineta,  Scamorza,  Tofu,  Jamon,  Seitan,  Guisantes,  Pimenton,  Barbecue,  Canela,  Chipotle,  Marinado,  Col,  Shiso,  Charcuteria,  Anis,  Vainilla,  Aguacate,  Pollo,  Mozzarela,  Nuez Moscada"
83,Francois Lurton Alka Carmenere 2016," Provolone,  Tomate,  Cerdo,  Edamental,  Cardamomo,  Grada Padano,  Cebollin,  Ossau-Iraty,  Venado,  Berenjena,  Chuleta,  Clavo,  Manchego,  Hongos,  Comte,  Gouda,  Gengibre,  Frijoles Blancos,  Pecorino,  Pimienta,  Fenogreco, Gruyere,  Frijoles Negos,  Muenster,  Perejil,  Eneldo,  Tomillo,  Asiago,  Ajo,  Judía Pinta,  Scamorza,  Chalota,  Cebolla,  Parmesano,  Oregano,  Tofu,  Seitan,  Colby,  Pimiento,  Canela,  Lenteja,  Carne de Res,  Cordero,  Cheddar,  Vainilla,  Anis,  Pollo,  Mozzarela,  Nuez Moscada"
84,Francois Lurton Humo Blanco Edición Limitada Chardonnay 2020," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
85,Francois Lurton Humo Blanco Grand Cuvee Pinot Noir 2015," Provolone,  Cerdo,  Edamental,  Hongos,  Comte,  Ajo,  Chuleta,  Scamorza,  Seitan,  Cebolla,  Chalota,  Pollo,  Mozzarela,  Tofu, Gruyere"
86,J.bouchon Block Series Cabernet Sauvignon 2018," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
87,J.bouchon Block Series Cabernet Sauvignon 2020," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
88,J.bouchon Block Series Semillon 2019," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
89,J.bouchon Block Series Semillon 2020," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
90,J.bouchon Cabernet Sauvignon Reserva 2022," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
91,J.bouchon Sauvignon Blanc Reserva 2022," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
92,Korta Beltz Cabernet Franc 2019," Provolone,  Tomate,  Cerdo,  Edamental,  Cardamomo,  Grada Padano,  Cebollin,  Ossau-Iraty,  Venado,  Berenjena,  Chuleta,  Clavo,  Manchego,  Hongos,  Comte,  Gouda,  Gengibre,  Frijoles Blancos,  Pecorino,  Pimienta,  Fenogreco, Gruyere,  Frijoles Negos,  Muenster,  Perejil,  Eneldo,  Tomillo,  Asiago,  Ajo,  Judía Pinta,  Scamorza,  Chalota,  Cebolla,  Parmesano,  Oregano,  Tofu,  Seitan,  Colby,  Pimiento,  Canela,  Lenteja,  Carne de Res,  Cordero,  Cheddar,  Vainilla,  Anis,  Pollo,  Mozzarela,  Nuez Moscada"
93,Korta Beltz Petit Verdot 2019," Provolone,  Tomate,  Cerdo,  Edamental,  Cardamomo,  Grada Padano,  Cebollin,  Ossau-Iraty,  Venado,  Berenjena,  Chuleta,  Clavo,  Manchego,  Hongos,  Comte,  Gouda,  Gengibre,  Frijoles Blancos,  Pecorino,  Pimienta,  Fenogreco, Gruyere,  Frijoles Negos,  Muenster,  Perejil,  Eneldo,  Tomillo,  Asiago,  Ajo,  Judía Pinta,  Scamorza,  Chalota,  Cebolla,  Parmesano,  Oregano,  Tofu,  Seitan,  Colby,  Pimiento,  Canela,  Lenteja,  Carne de Res,  Cordero,  Cheddar,  Vainilla,  Anis,  Pollo,  Mozzarela,  Nuez Moscada"
94,Korta Seleccion Especial Sauvignon Blanc 2022," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
95,Korta Selected Vineyard Reserve Cabernet Sauvignon 2021," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
96,Korta Selected Vineyard Reserve Carmenere 2021," Provolone,  Tomate,  Cerdo,  Edamental,  Cardamomo,  Grada Padano,  Cebollin,  Ossau-Iraty,  Venado,  Berenjena,  Chuleta,  Clavo,  Manchego,  Hongos,  Comte,  Gouda,  Gengibre,  Frijoles Blancos,  Pecorino,  Pimienta,  Fenogreco, Gruyere,  Frijoles Negos,  Muenster,  Perejil,  Eneldo,  Tomillo,  Asiago,  Ajo,  Judía Pinta,  Scamorza,  Chalota,  Cebolla,  Parmesano,  Oregano,  Tofu,  Seitan,  Colby,  Pimiento,  Canela,  Lenteja,  Carne de Res,  Cordero,  Cheddar,  Vainilla,  Anis,  Pollo,  Mozzarela,  Nuez Moscada"
97,Korta Selected Vineyard Reserve Chardonnay 2022," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
98,Korta Selected Vineyard Reserve Syrah 2019," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
99,La Rosa La Capitana Blanc De Blanc Brut 750cc," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
100,La Rosa La Capitana Rose De Noir Brut 750cc," Provolone,  Cerdo,  Edamental,  Hongos,  Comte,  Ajo,  Chuleta,  Scamorza,  Seitan,  Cebolla,  Chalota,  Pollo,  Mozzarela,  Tofu, Gruyere"
101,Longavi Sauvignon Blanc 2015," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
102,Matetic Syrah Icono 2017," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
103,Maturana Wines Ascension Chardonnay 2021," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
104,Maturana Wines Lucas Cabernet Sauvignon 2019," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
105,Maturana Wines Pai Gar Garnacha 2019," Provolone,  Cerdo,  Edamental,  Hongos,  Comte,  Ajo,  Chuleta,  Scamorza,  Seitan,  Cebolla,  Chalota,  Pollo,  Mozzarela,  Tofu, Gruyere"
106,Miguel Torres Estelado Brut Rose 750cc," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
107,Millaman Estate Reserve Cabernet Sauvignon 2020," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
108,Morande Edicion Limitada Blanco De Foudres Sauvignon Blanc 2014," Provolone,  Edamental,  Palta,  Ricotta,  Grada Padano,  Queso Fresco,  Cebollin,  Camarones,  Langosta,  Pimiento Verde,  Gruyere,  Cilantro,  Cangrejo,  Mejorana,  Crema Agria,  Burrata,  Epoisses,  Nabo,  Bass,  Manchego,  Bacalao,  Menta,  Comte,  Zapallo,  Queso Crema,  Havarti,  Escarola,  Trucha,  Lechuga,  Calabaza,  Chevre,  Pecorino,  Zanahoria,  Perejil,  Delice de Bougorgne,  Eneldo,  Mizithra,  Cotija,  Cottage,  Brie,  Camembert,  Tomillo,  Asiago,  Ajo,  Halibut,  Basil,  Scamorza,  Chalota,  Cebolla,  Halloumi,  Parmesano,  Oregano, Feta,  Guisantes,  Salmon,  Col,  Shiso,  Aguacate,  Mozzarela"
109,Morande Espumoso Extra Brut Charmat 750cc," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
110,Morande Seleccion De Viñedos Cabernet Sauvignon Gran Reserva 2021," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
111,Morande Seleccion De Viñedos Carmenere Gran Reserva 2021," Provolone,  Tomate,  Cerdo,  Edamental,  Cardamomo,  Grada Padano,  Cebollin,  Ossau-Iraty,  Venado,  Berenjena,  Chuleta,  Clavo,  Manchego,  Hongos,  Comte,  Gouda,  Gengibre,  Frijoles Blancos,  Pecorino,  Pimienta,  Fenogreco, Gruyere,  Frijoles Negos,  Muenster,  Perejil,  Eneldo,  Tomillo,  Asiago,  Ajo,  Judía Pinta,  Scamorza,  Chalota,  Cebolla,  Parmesano,  Oregano,  Tofu,  Seitan,  Colby,  Pimiento,  Canela,  Lenteja,  Carne de Res,  Cordero,  Cheddar,  Vainilla,  Anis,  Pollo,  Mozzarela,  Nuez Moscada"
112,Morande Seleccion Enologica Chardonnay 2019," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
113,Moretta Wines Carigno Del Maule Carignan 2021," Provolone,  Tomate,  Cerdo,  Edamental,  Cardamomo,  Grada Padano,  Cebollin,  Ossau-Iraty,  Venado,  Berenjena,  Chuleta,  Clavo,  Manchego,  Hongos,  Comte,  Gouda,  Gengibre,  Frijoles Blancos,  Pecorino,  Pimienta,  Fenogreco, Gruyere,  Frijoles Negos,  Muenster,  Perejil,  Eneldo,  Tomillo,  Asiago,  Ajo,  Judía Pinta,  Scamorza,  Chalota,  Cebolla,  Parmesano,  Oregano,  Tofu,  Seitan,  Colby,  Pimiento,  Canela,  Lenteja,  Carne de Res,  Cordero,  Cheddar,  Vainilla,  Anis,  Pollo,  Mozzarela,  Nuez Moscada"
114,Moretta Wines Ceniciento Cabernet Sauvignon 2020," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
115,Nobel Serafine Cabernet Sauvignon 2020," Frijoles Negos,  Colby,  Muenster,  Comino, Cheddar,  Gouda,  Ossau-Iraty,  Lenteja,  Carne de Res,  Judía Pinta,  Cordero,  Venado,  Cilantro,  Frijoles Blancos,  Curcuma"
116,Nobel Serafine Chardonnay 2021," Provolone,  Cerdo,  Edamental,  Cebollin,  Camarones,  Langosta,  Gruyere,  Cangrejo,  Burrata,  Epoisses,  Chuleta,  Hongos,  Comte,  Delice de Bougorgne,  Camembert,  Ajo,  Scamorza,  Chalota,  Cebolla,  Tofu,  Seitan, Brie,  Pollo,  Mozzarela"
